date,city,state,shape,comments
2015-06-05,Folsom,CA,Orb,Was driving down towards highway 50 right after a lightning storm and noticed these two objects orbiting each other near a break in the
2015-06-05,Cobb,CA,Circle,Round dot in full daylight.  Hovered for hours not moving but progressed towards west at same rate as sun setting west.  Since then sky
2015-06-04,Anaheim,CA,Oval,My wife and I saw what by all appearances was a UFO at Disneyland on the night of June 4th 2015.
2015-06-04,Santa Rosa,CA,Light,"Huge bright light on top of Taylor Mountain ridge. Looked like huge spot light, perfect circle. Watched it for total of 5 mins and film"
2015-05-30,Orland,CA,Light,"Bright light fades out.   ((NUFORC Note:  Possible ""flare up"" of an Iridium satellite??  PD))"
2015-05-30,Vacaville,CA,Unknown,"Bright light, very bright light.  ((NUFORC Note:  We suspect an overflight of the International Space Station.  PD))"
2015-05-30,Galt,CA,Fireball,Orange ball shaped lights in sky appearing and reappearing.
2015-05-29,Geyserville,CA,Orb,White orb hovering in sky.
2015-05-29,Santa Rosa,CA,Circle,White luminous small moon like object traversed daytime sky E to W for about 1.5 hours.
2015-05-29,Big Bear Lake,CA,Sphere,Metallic sphere spotted in broad daylight in a clear sky on a mountain road.
2015-05-29,Rohnert park,CA,Orb,White sphere/orb high in the atmosphere that slowly drifted west over a 3 hour period.
2015-05-26,Glendale,CA,Disk,UFO observed hovering from the local mall parking structure.
2015-05-25,West Sonoma County,CA,Oval,"White saucer silently traverses across the daytime moon,  then, slightly  changes direction."
2015-05-25,Rohnert Park,CA,Oval,Shiny chrome object flying across sky with military plane following.
2015-05-24,Visalia,CA,Disk,"Bright glowing object, seen by 4 people, manuvuer and leave at unbeleivable rate of speed."
2015-05-24,Visalia,CA,Disk,"It was  an orange color and not flashing, and when first noticed the object was moving from the North heading South bound. The object s"
2015-05-24,San Rafael,CA,Other,Bright white v-shaped object crossed entire horizon in 5 seconds.
2015-05-23,Antioch,CA,Triangle,3 bright orange lights in a triangle formation hovering in the horizon.
2015-05-23,Oxnard,CA,Orb,An orb of light came from the ground in the distance and continued toward my drone at a high rate of speed
2015-05-21,Santa Barbara,CA,Rectangle,I have pictures of 2 flying squares that my wife took on our way to San Francisco to watch my daughter graduating SFSU. I was discardin
2015-05-21,Santa Ana,CA,Formation,"White L-shaped lights in Santa Ana, CA."
2015-05-20,Temecula,CA,Circle,"Object was flying E to W towards Gemini; looked like a satelite, then took an immediate upward direction and disappeared."
2015-05-18,Reedley,CA,Triangle,Triangular craft.  Flying low.  Flying slow.  About the size of a truck.
2015-05-18,Napa,CA,Circle,Large round object with orange light.
2015-05-17,San Fernando Valley,CA,Circle,"Insanely bright, large circle and electrical warping noises in the San Fernando Valley around 3:21 AM."
2015-05-13,Clearlake,CA,Circle,Saw a orangish red light climb from the horizon to about 30 degrees then disappeared and reappeared 5 minutes later. At which time I ca
2015-05-11,San Bernardino,CA,Oval,"I notice the object out of my back window facing SE as my Wife and I were going to bed. It was a large snow flake shape object, we coul"
2015-05-11,San Bernardino,CA,Rectangle,"200 ft x 30 ft UFO ship 5 min. daylight sighting, May 11, 2015 5PM over San Bernardino, California."
2015-05-11,San Bernardino/Highland,CA,Rectangle,"05/11/2015, 5 p.m., 5-minute sighting of rectangular 180' long/30ft high metallic ship hovering above San Bernardino/Highland CA."
2015-05-10,Hesperia,CA,Cigar,Blue purple light cigar shaped ufo over Hesperia Road California
2015-05-10,Los Angeles,CA,Light,"The object has changed the speed , stopped , reverse direction and changed colors red yellow green"
2015-05-10,Fresno,CA,Light,"Luminous objects over Fresno, CA."
2015-05-10,Desert Hot Springs,CA,Sphere,Metallic/Silver sphere over Desert Hot Springs viewed by 2.
2015-05-10,Paramus,CA,Unknown,Daytime sighting at two different locations across the country.Same UFO at both locations.
2015-05-08,Stockton,CA,Light,"I have no idea what i wittnessed, but it was not natural."
2015-05-06,Santa Rosa,CA,Circle,"I am a 65 year old female domestic engineer.

On the night of May 6, 2015 my husband and I went to bed at 21:00.

At 23:25 I woke u"
2015-05-06,Walnut Creek,CA,Light,Bright light object over N.W. Diablo Valley.
2015-05-06,Sunnyvale,CA,Circle,Round circle of light–sphere--Changing color from blue to white and red Hovering over town in a fixed location Did not move for 1 hour
2015-05-02,Del Rosa/San Bernardino,CA,Sphere,"Helicopter Follows Orange Ball of Light - San Bernardino, CA."
2015-05-02,San Fernando Valley,CA,Disk,Circular metal object spotted over San Fernando Valley.
2015-05-01,Anaheim,CA,Light,Light in the sky.
2015-04-30,Martinez,CA,Unknown,Large bright light hovering and making arc like movements.
2015-04-29,Marina Del Rey,CA,Triangle,"Aircraft with no lights flying over Marina Del Rey, CA at 8:30 PM 04-29-2015."
2015-04-27,Sacramento,CA,Egg,Unknown small white light.
2015-04-27,Benicia,CA,Other,"Two ufos over Benicia, CA."
2015-04-26,Berkeley (above),CA,Formation,"Formation over Berkeley, CA."
2015-04-25,Black Rock Campgroud Joshua tree,CA,Triangle,Joshua tree friday night (sat morning) 7 campers saw a UFO in the NNE sky.
2015-04-22,Kelseyville,CA,Circle,"Large commercial aircraft seen making giant turn before the craft.

The aircraft made a second turn leaving com trails again before C"
2015-04-22,Kelseyville,CA,Light,Lake County.
2015-04-20,Anaheim,CA,Light,There where strange colored lights in the sky flashing quickly.
2015-04-18,Downey,CA,Triangle,Objects with 3 flashing lights.
2015-04-18,Ocala,CA,Circle,8 to 10 orb/red spheres.
2015-04-16,Corona,CA,Light,Helicopter Following a Ball Of Light.
2015-04-16,Corona,CA,Orb,"White glowing orb chased by Helicopter over the 15 freeway in Corona, CA."
2015-04-16,La Jolla,CA,Circle,"Stationary flickering orange glow, could have been a drone on fire."
2015-04-14,Caribou,CA,Changing,Intensely bright reflective eye shaped objects (2) with three affixed triangle shapes.
2015-04-12,Sherman Oaks,CA,Circle,White cicular objects in sky.
2015-04-12,Emeryville,CA,Sphere,Strange lights in the sky twice in 20 hours.
2015-04-11,Hayward,CA,Disk,"Large, Green UFO saucer sighted flying over San Francisco Bay.  Size:  100 Yards across!  Very clear details."
2015-04-11,Fort Bragg,CA,Unknown,"Two craft with white and red lights sighted over Fort Bragg, CA"
2015-04-11,Laguna beach,CA,Oval,Bright orange objects seen in the sky above south Laguna Beach on 4/11/2015.
2015-04-11,Oxnard,CA,Orb,White flashing light disc.
2015-04-08,Palm Springs,CA,Triangle,"Sighting above Palm Springs, California!"
2015-04-07,South Los Angeles,CA,Light,04/07/2015 @ 4:40 am  I sit into my car to start it up to warm it up for my way to work. As I am sitting there. I glance up to see the
2015-04-06,San Diego,CA,Diamond,Strange Purple Green Aura Lights in The Sky
2015-04-05,Sunnyvale,CA,Unknown,2 red lights blinking w/long white tail.
2015-04-05,Santa Rosa,CA,Light,Very bright blinking light in the sky followed by a loud humming noise
2015-04-05,San Francisco,CA,Orb,Daytime sighting of saucer from downtown high rise which disappeared. Picture taken after vanishing showing craft form.
2015-04-04,Rancho Mirage,CA,Circle,Three orange/red objects tracking across the sky. Easily visible; viewed clearly by 4 adults.
2015-04-04,Malibu,CA,Cigar,"April 4th, 2015, a plane flew southeast over Malibu and a silver tube with a fuzzy white dot in front of it and crossed the planes path"
2015-04-04,Weed,CA,Disk,"Blood moon sighting near Shasta lake, CA"
2015-04-04,Salinas,CA,Changing,UFOs use eclipse and clouds to their advantage.
2015-04-03,Los Banos,CA,Orb,Small glowing orb spinning feet from me.
2015-04-03,Yountville,CA,Light,"Silent large white light growing and moving very slowly, then gone!"
2015-04-01,Sacramento,CA,Orb,My husband saw 4 red glowing orbs in the northern sky.  By the time I got outside I saw only 1 glowing red orb that had moved to the we
2015-04-01,Granite Bay,CA,Rectangle,Rectangular craft Uncloaks b4 two witnesses during meteor shower.
2015-03-30,Chula Vista,CA,Light,Flying light being chased by a helicopter over Interstate 5 Chula Vista California 30 March 2015 10:20 PM
2015-03-29,Cottonwood,CA,Fireball,I was sky watching before going to bed I saw bright ball with what looked like fire coming from the back going from South to North.
2015-03-28,San Pedro,CA,Circle,It was two circle balls of light moving right next to eachother moving side to side and jus disappeared out of nowhere
2015-03-28,San Francisco,CA,Circle,Solid unnatural moving light.
2015-03-28,Highland Park,CA,Circle,Four circle objects flying Four by Four formation spotted Around The North East California.
2015-03-27,Santa Maria,CA,Other,"Object seen moving very slowly over Santa Maria, CA."
2015-03-27,Valley Springs,CA,Triangle,Triangular Form 8 total sitting above Bear Mountain facing South word for visual. They are formed in Circular formation At first you se
2015-03-26,Huntington Beach,CA,Changing,UFO or runaway astroid or religious.
2015-03-26,San Jose,CA,Disk,Multiple glowing objects in the sky photographed within two minutes.
2015-03-22,Ladera Ranch,CA,Fireball,"((HOAX??))  Saw something fell out of the sky, straight down. It was green and looked like a flame was coming out of the back."
2015-03-21,Sacramento,CA,Other,2 square soundless  objects with dim glowing lights in each corner.
2015-03-21,Fairfield,CA,Light,"Groups of strange orange lights seen over Fairfield, CA at 20:00 on 3-21-15."
2015-03-20,Riverbank,CA,Triangle,I've seen this twice. Sitting in spa the black of night I first saw this toward the beginning of winter heading north. I've never seen
2015-03-20,Roseville,CA,Light,Silent and slow moving orange lights in a loose group of 6-8 separate lights.
2015-03-20,Petaluma,CA,Circle,"When walking the dog, I saw two red lights in the southern sky.  the lights at first were one above the other, and then they gradually"
2015-03-20,Long Beach,CA,Orb,Loud military jet precedes 2 fast-moving yellow-orange orbs.
2015-03-19,Merced,CA,Other,"((HOAX??))  Strange flickering lights appeared in Merced Co., that appeard to be attatched in groups by threads of light."
2015-03-19,Van Nuys,CA,Orb,Large Bright Red Orb/Light Over Van Nuys/Burbank.
2015-03-18,Redwood City,CA,Orb,Red/blue orb flying sporadically above Redwood City.
2015-03-18,Glendale,CA,Changing,Glendale California where the shape shipes come for one guy.
2015-03-17,Chico,CA,Sphere,"While in our backyard we saw an orange shere that seemed to have a faint whitish ""aura.""  It came from the west, heading east,"
2015-03-15,Westport,CA,Circle,The object appeared directly in front of us.  No blinking of any kind just a bright red light.  It did not move.
2015-03-15,Truckee,CA,Light,Group of lights with rapid movent and chasing
2015-03-15,CLEAR LAKE,CA,Cigar,CIGAR SHAPPED CRAFT NO LIGHT NO MARKINGS NO SOUND STAYED ABSOLUTLY STILL HOVERING THE SIZE OF A 747 WITH NO WINGS NO TAIL
2015-03-15,Fresno,CA,Triangle,"Had a vision of a golden triangle with an emblem on it, then when I opened my eyes there was 3 beings in front of me"
2015-03-14,Maywood,CA,Disk,Three lights on bottom.  Atmosphere changes once closer to sky.  Moves at certain rate.
2015-03-12,Carlsbad,CA,Circle,"""Fuzzy"" star grows larger and fainter until finally vanishing."
2015-03-12,San Jose,CA,Changing,((HOAX??))  MASSIVE UFO SIZE OF TWO SKYSCRAPERS APPEARS!!
2015-03-12,San Jose,CA,Other,((HOAX??))  Massive spaceship spotted above San Jose....
2015-03-12,Burbank,CA,Rectangle,"Very black rectangular craft seen for over one minute, over the 134 Fwy in Burbank, California."
2015-03-10,Desert Hot Springs,CA,Circle,Unidentified flying object traveling through halo around sun.   ((NUFORC Note:  We suspect lens flares.  PD))
2015-03-10,Madera Ranchos,CA,Cigar,Pure white tube - west to east - disappeared - returned & hovered & disappeared again.
2015-03-10,Los Angeles,CA,Unknown,L.A. Airport flight path bright as a diamond laser flittering flickering object
2015-03-09,Willows,CA,Triangle,"Triangular object flying over Willows, CA, going south to Sacramento, CA."
2015-03-09,Turlock,CA,Light,Lights moving and dimming quickly.
2015-03-09,Huntington Beach,CA,Light,Organized unusual bright orange lights separating and reattaching at high altitudes over HB.
2015-03-08,San Francisco,CA,Orb,"2 orange orbs at ocean beach, San Francisco"
2015-03-08,Temecula,CA,Unknown,"Teal Blue Hovering Object, Bright Light then Dim, Appearing/Reappearing In Various Parts of Sky."
2015-03-07,Tehachapi,CA,Teardrop,I observed slmost like a white comet? Moving from behind a mtn to my south east  directly over me but traveling almost straight up?? Wa
2015-03-07,Roseville,CA,Fireball,"3-4 shape-shifting, orange orbs, witnessed in the night sky of Northern California."
2015-03-07,Somis,CA,Orb,Multiple orange balls fall from sky.
2015-03-06,Lucerne Valley,CA,Unknown,Weird unidentified object  in small desert community near a US Military Base in California.
2015-03-05,Benicia,CA,Formation,3 strange lights in a triangle formation.
2015-03-05,San Ramon,CA,Flash,"Streak of light from left to right near top of Mt. Diablo in San Ramon, CA."
2015-03-05,Loma Linda,CA,Rectangle,Husband and wife witness objects in the daytime sky.
2015-03-04,Clear Lake,CA,Cigar,I saw a cigar shaped craft with black rectangular doors or windows that moved with no sound and it stayed still in high winds
2015-03-04,Long Beach,CA,Rectangle,"A black rectangular object was seen in the NE direction from Long Beach, CA."
2015-03-02,Vista,CA,Flash,"A floating thing was staying still outside my window, flashing multiple lights and never moving.  ((NUFORC Note:  Possible star?  PD))"
2015-03-01,Madera,CA,Oval,I was outside having a smoke in my car it has a moon roof on it so i slide it open the moonroof up and i was just glancing at the sky w
2015-02-28,Hemet,CA,Flash,Huge flashing UFOs.
2015-02-26,Anaheim,CA,Light,"Multiple fiery lights seen in the western sky moving at a slow speed, then eventually disappearing."
2015-02-26,Rancho Cucamonga,CA,Other,Mysterious star-like lights in the sky moving eastbound at a very high altitude.
2015-02-26,San Jose,CA,Triangle,Bright orange dot of light hovering and moving  slowly in the sky.
2015-02-25,Manhattan Beach,CA,Changing,Object appeared in the western sky would change colors before it morphed object would never appear to travel very far.  they also appea
2015-02-24,Berkeley,CA,Light,Pulsating blue and red light over the Berkeley/ Oakland Hills.
2015-02-23,Modesto,CA,Light,Witnessed erratic movement of lights in sky appearing to head north/west from our location.  No red lights present.  Movement patterns
2015-02-23,Blocksburg,CA,Other,long fuselage with four wings.
2015-02-20,Seal Beach,CA,Chevron,"The chevron craft flew towards my sister and me, then stopped & stayed in one spot for 5 mins.  It would turn a strange bright green."
2015-02-17,Truckee/Cisco Grove,CA,Cylinder,Between truckee ca and cisco grove ca.cylindrical object with three dim lights hovering over tree line.
2015-02-16,Mt. Shasta (above),CA,Unknown,White lights hovering and then dimming in sequence
2015-02-15,Marina del Rey,CA,Light,Green light hovering in air.
2015-02-15,Lake Forest,CA,Unknown,Humanoid being interaction
2015-02-15,Jackson,CA,Light,"Reddish ""star"" chases plane then slows and disappears out of view."
2015-02-15,Sacramento,CA,Orb,While standing on my 10th floor patio facing ~ NE I saw very far in the distance and moving at an extremely constant speed and one dire
2015-02-15,Murrietta,CA,Orb,Objects are attracted to model rocket launch(es) and were captured by video.
2015-02-15,Eastvale,CA,Other,"My spouse had to be at work early this morning due to her management roll at work, on this day earlier than most because of inventory."
2015-02-12,Oroville,CA,Circle,"Red 3 spoked UFO appeared over Oroville, CA, 2/12/15.  ((NUFORC Note:  Photo of object provided.  PD))"
2015-02-11,Santa Clarita,CA,Light,"As I took the Sierra Highway exit, I spotted 2 lights next to one another slightly above these homes. Direction wise, these homes were"
2015-02-10,Fortuna,CA,Circle,Fortuna lights.
2015-02-08,Fresno,CA,Triangle,Three bright lights forming a triangle staying stationary in sky then quickly flying off and disappearing.
2015-02-08,Marina del Rey,CA,Light,Green glowing transparent light.
2015-02-07,Antioch,CA,Circle,2 flying fireball objects.
2015-02-07,Novato,CA,Sphere,"Waves of what looked like constellations of stars, traveling successively from one side of the sky over the horizon.  Came from the W."
2015-02-06,Cerritos,CA,Light,Bright blue light whizzing at an impossible speed across sky over Cerritos.
2015-02-06,Lake Elsinore,CA,Teardrop,Strange lights and strange aerenautica manuvering.
2015-02-06,San Diego,CA,Light,"Orange-red light slowly moved from west to east, sharply turned south, and rapidly disappeared into the sky."
2015-02-05,Perris,CA,Other,2 vertical lines of red lights seen and were moving right to left like tilting right to left
2015-02-05,Encino,CA,Changing,Shape-shifting rotating white object slowly traveling and hovering across the sky for almost 20 minutes!
2015-02-05,Santa Ana,CA,Diamond,"Glimmering object moved slowly in one direction, while second glimmering reddish object moved in other direction."
2015-02-05,Santa Barbara,CA,Light,"A red-orange, star-shaped, mobile object shining in the sky."
2015-02-03,San Jose,CA,Teardrop,Bright blur light dropped about 400' straight down.  Then shot off into distance out of sight.  It was a large blue light & bright.
2015-02-03,Costa Mesa,CA,Light,Small star moved slowly the faded away.
2015-02-03,Lynwood,CA,Changing,This looked like a giant square metallic peace of land structure but then morph like a blob of mercury that look like a metallic man
2015-02-03,Anderson,CA,Orb,"One orb of light shooting away from the smoke, another orb of light behind smoke, and one beam of light coming from top of the smoke."
2015-02-02,Solromar,CA,Other,"Observed an object that, at first, appeared to be an instrumentation balloon. Vertical configuration of a mass ""suspended"" be"
2015-02-02,Tustin,CA,Unknown,UFO enters fireball portal
2015-02-01,San Jose,CA,Fireball,We saw red flaming objects in the night sky over San Jose and they appeared to be traveling West to East.
2015-02-01,Encinitas Carlsbad,CA,Triangle,Multi-color triangle with tail over ocean in Carlsbad or Encinitas off-shore.
2015-02-01,San Jose,CA,Sphere,"10 Red-Fiery Lights with Red flame-like-flares coming from the sides flew over San Jose, California 95111"
2015-02-01,West Covina,CA,Oval,((HOAX??))  2 orbs flying close to my house.
2015-01-31,Lancaster,CA,Sphere,Orange lights.
2015-01-31,Lincoln,CA,Unknown,"Bright object in the night sky, changing from blue to green to red.  ((NUFORC Note:  Possibly ""Sirius?""  PD))"
2015-01-31,Fairfield,CA,Fireball,Bright white light streaking low across horizon downward at about 35 degree angle.  Looked to be about 15 miles away.  Just before it d
2015-01-30,Corte Madera,CA,Disk,Huge glowing red craft emerges from behind  Corte Madera hillside.
2015-01-30,Modesto,CA,Light,Flashing prism colored star-like object; disappears after awhile.  ((NUFORC Note:  Possible star??  PD))
2015-01-30,Oakland,CA,Fireball,Bright light small explosion or crack then turned red and didappeared
2015-01-29,Pacific Grove,CA,Sphere,"6 bright orange lights seen on Monterey Bay, moved slowly & silently, then faded and sped away."
2015-01-29,Covina,CA,Light,"I saw a cluster of 3 bright lights in southeastern sky. They were red, green and white. It was dusk and I could see no structure but th"
2015-01-29,Fremont,CA,Light,Three very bright lights in the morning sky.
2015-01-29,Malibu,CA,Rectangle,"((HOAX??))  Huge, ""aircraft carrier"" -sized, and -shaped, ufo off-shore in Malibu, with brilliant and beautiful star colored lights."
2015-01-28,Folsom,CA,Unknown,"There is a very vibrant, multi-colored light. Changes between red, blue, white, etc..  ((NUFORC Note:  Possible ""twinkling"" star?  PD))"
2015-01-27,Lakeport,CA,Fireball,"Single bright reddish orange light, silent, hovering, slow moving ascension into clouds"
2015-01-27,Fresno,CA,Light,Numerous unknown objects flying in a cluster high over California.
2015-01-25,Los Angeles,CA,Orb,Seagulls morph into glowing UFO's.  ((NUFORC Note:  Images are not apparent in video provided by witness.  PD))
2015-01-23,Phelan,CA,Cross,"Object has been out by Mountain High Ski Resort for the past 4 days, then it finally disappears like it never existed."
2015-01-22,Los Angeles,CA,Cone,Strange red blinking lights.
2015-01-21,Santa Rosa,CA,Circle,"I am a 63 year old resident of Santa Rosa, CA. I have never before seen a UFO. I see many aircraft pass over regularly because"
2015-01-21,Lompoc,CA,Light,"Saw one yellow light that dimmed out and then it came back with 2 more, finally a last one came and they faded out one by one."
2015-01-20,Simi Valley,CA,Sphere,I saw about five orange glowing spheres traveling at a slow steady pace one after another.  They were spaced fairly even.  I recorded t
2015-01-19,Yucaipa,CA,Other,"Moving across sky and split into 7, then back to 1."
2015-01-18,Baldwin Park,CA,Oval,"Flashy oval craft flying over Baldwin Park, Ca."
2015-01-17,Costa Mesa,CA,Circle,"I was at work in Costa Mesa, CA.  Just happened to look up a what appeared to be 5 objects, one brighter and bigger then the rest."
2015-01-16,Indio,CA,Diamond,A massive transparent diamond shaped object.
2015-01-15,Sacramento,CA,Sphere,"Red/Blue/Green flashing spherical object over Natomas, Sacramento."
2015-01-15,Whittier,CA,Circle,Irregular flight of round objects with wings and a private Cessna aircraft in pursuit.
2015-01-13,Roseville,CA,Light,Thee orange light flying in triangle formation with fourth light behind.
2015-01-13,Newport Beach,CA,Triangle,"Triangular flying object with 3 white lights and 1 red light in middle, blinking in a pattern."
2015-01-12,Rancho Cucamonga,CA,Fireball,"A large object, engulfed in flames, chillingly drifts along Rancho Cucamonga foothills."
2015-01-12,Anderson,CA,Fireball,"Brilliant white fireball over Redding, CA."
2015-01-09,Diamond Bar,CA,Other,If you want to see it I got it on my phone and its on my facebook
2015-01-09,Seal Beach,CA,Unknown,"Mystery light visible from Seal Beach, CA."
2015-01-08,Visalia,CA,Circle,Red and white flashing lights flickering simultaneously in what appeared as a half circle. Moving south east.
2015-01-08,Sonora,CA,Other,"Two star looking shapes in the eastern sky, while sun was coming up.  The third one came in between shooting toward earth."
2015-01-08,Oakland,CA,Cigar,Cigar shaped ufo seen falling to earth ion Oakland.
2015-01-07,Carlsbad,CA,Fireball,"A red ball of fire flew directly over my car along the coast, where aircraft arn't permitted to fly at a speed of appx. 900 mph"
2015-01-07,Montara,CA,Diamond,Unidentified lighted diamond shaped blue glowing object zig zagging; then disappeared over San Mateo coast.
2015-01-07,San Pedro,CA,Other,"Saw a bright object in high clouds, not moving, reflected light, then moved toward left, went out of my view. several minutes."
2015-01-07,Montara,CA,Unknown,Unidentified object in Montara sky.
2015-01-07,Folsom,CA,Circle,I've been watching crafts with multi-color lights pose in the sky as stars through my telescope since November of 08 every night.
2015-01-06,Buena Park,CA,Unknown,It red or orange in color was dropping debris that looked like it was in fire. (there was no tail) The debris fell straight down. It fl
2015-01-06,Watsonville,CA,Triangle,"I seen 1 triangle shaped red glowing craft with no blinkers and could stop and go at will..was definitely intelligently driven, and was"
2015-01-06,Arcadia,CA,Other,"Having trouble entering exact time but I'll do it here. 6:55am. Traveling east bound on 210 fwy, between Rosemead blvd/myrtle ave exits"
2015-01-05,Highland,CA,Fireball,A large glowing burning object which floated slowly at first in the upper atmosphere then glided to earth still on fire.
2015-01-04,Sherman Oaks,CA,Flash,I was driving west on the 101 freeway between Woodman and Van Nuys blvd off ramps. I looked up as a Red Flashing Object caught my eye.
2015-01-03,Fort Bragg,CA,Fireball,"4 glowing orange lights spotted in northern sky above Fort Bragg, California."
2015-01-03,Fort Bragg,CA,Light,"5 lights hovering over Fort Bragg, CA."
2015-01-03,Torrance,CA,Disk,Bright UFO saucer with two red lights on the bottom.
2015-01-03,San Rafael,CA,Other,"UFO over San Rafael (Sorry.  I entered the wrong year in first report, please delete it)."
2015-01-02,Woodland,CA,Light,Orange star like UAP; not a star or planet.
2015-01-01,Pacific Grove,CA,Sphere,Two red-orange spheres headed west. Moved very slowly and gradually faded out of sight over the ocean.
2015-01-01,Victorville,CA,Light,Bright light flashing into second story apartment before disappearing.
2015-01-01,Oakland,CA,Oval,Saw what I thought to be a blimp in the sky. It actually reminded me if the H(L? ) helium blimp at first. I was facing the sith western
2015-01-01,Oakland,CA,Orb,"Bright orange sphere seen over Oakland, CA"
2015-01-01,San Jose,CA,Circle,Red bright light fading away appearing again  in great distances before slowly fading away. As it moves away in the hills
2015-01-01,Whittier,CA,Fireball,Orange fireball brings in the new year in Southern California
2015-01-01,Quincy,CA,Rectangle,Elongated reddish orange lights traveling from East to West in Northern California just after midnight New Year's 2014
2015-01-01,Rio Dell,CA,Fireball,Orange ball of light/fire seen on North Coast; not Identified.
2015-01-01,Watsonville,CA,Triangle,I seen this triangle shaped craft flying over my city glowing a bright red light all over..no blinkers..no sound..and could stop on a d
2015-01-01,La Puente,CA,Formation,3 orbs of light flying in slow formation.
2015-01-01,Redlands,CA,Circle,"8 round orange balls coming from the south, heading towards the mountains."
2014-12-31,Cayucos,CA,Orb,I feel confident of what observed.
2014-12-31,Shasta Lake,CA,Fireball,"Dec 31, 2014, Shasta Lake, CA, extra large fireball with reddish debris coming off, 2+sec. duration. Largest I have ever seen."
2014-12-31,Temecula,CA,Rectangle,"Blue rectangular, semi-transparent object (~6' x ~12') rose up out of a small grove of fruit trees and disappeared with a very bright w"
2014-12-30,Rancho Cucamonga,CA,Disk,This object was huge with lights on top and bottom
2014-12-30,Anaheim,CA,Sphere,Many silver spheres.
2014-12-29,Tustin,CA,Formation,"Very bright red objects, round, in formation one behind the other travelling upwards at a greater speed than any commercial aircraft"
2014-12-29,Wilmington,CA,Other,"Fireball seen by multiple adults,children in Wilmington, Ca."
2014-12-29,San Luis Obispo,CA,Fireball,Large white object with trailing fire.  ((NUFORC Note:  Multiple witnesses.  Possible bright meteor.  PD))
2014-12-28,Culver City,CA,Light,Singular red light.
2014-12-28,Menifee,CA,Other,"UFO sighting near Menifee, CA."
2014-12-28,Bonsall,CA,Cigar,Coming down Hwy 76 i notice a totally 'black' cigar shaped object in the sky and not far away and not that high up in the sky.
2014-12-28,Mecca,CA,Orb,"An orange light appeared, disappeared, and reappeared in the sky over and over."
2014-12-27,La Canada,CA,Sphere,Large sphere appears in photographs of  flying Hawk near Jet Propulsion Laboratory.
2014-12-26,Lancaster,CA,Unknown,"((HOAX))  Every shape size form there here in Lancaster, California."
2014-12-26,Los Angeles,CA,Fireball,Orange flame/fire ball disappears up into space.
2014-12-26,Cambria,CA,Light,"Bright, star like light that hovered over ocean for 3 min, dropping into ocean with glow on horizon."
2014-12-26,Palmdale,CA,Disk,Transparent disc shape flying & caught reflection around the sun set.  Full on saw this looked away looked back it was flying.
2014-12-26,Templeton,CA,Triangle,Buzzing triangle aircraft.
2014-12-25,Los Angeles (Westlake Village),CA,Unknown,"Flash of light that leaves a trail - spotted over Los Angeles, California!"
2014-12-25,Fairfield,CA,Other,"Sighted a bright orange pyramid-shaped object descending through the atmosphere, leveling off, and flying in a Southeasterly direction."
2014-12-25,Glendora,CA,Fireball,"Fireball, yellow center, amber red outer edges.  Two witnesses; clear night.  UFO stops, hovers.  Vanishes into thin air.  Double pass."
2014-12-25,Hollister,CA,Cigar,"Long black, long tendrils at one end and a changing shape like the tail of an aircraft at the other.  No sound."
2014-12-25,Vista,CA,Light,"Several bright colored orange balls of light floating north, about 1/4 mile high.  No noise or trails."
2014-12-24,Vista,CA,Fireball,"My family and I were driving home from a Christmas eve at my dads house , when my wife said look at that. to my utter amazement I saw 1"
2014-12-24,Nipomo,CA,Diamond,Diamond shape appeared with a red streak then vanished no trace of the red colored smoked after the other 2 were just floating.
2014-12-24,Irvine,CA,Fireball,"About 8 fireballs over Irvine, CA."
2014-12-24,North Hollywood,CA,Circle,"Bright Orange Light Moving Silently, Low In The Sky"
2014-12-24,Roseville,CA,Fireball,"7 fireballs three the first in triangle then four, dark orange, no sound"
2014-12-23,West Sacramento,CA,Chevron,"Lights in a chevron shape flying over West Sacramento, CA"
2014-12-23,Rancho Cordova,CA,Triangle,"Green triangular craft blinks with white light, then leaves tail of fluorescent green as it shoots into space."
2014-12-22,Fresno,CA,Fireball,I saw three orange redish glowing globes in the sky!
2014-12-22,Rancho Cordova,CA,Triangle,"Dim red glowing boomerang shaped craft looked as if it was hovering but moving forward fast not in a straight line, As if flown like re"
2014-12-22,Fresno,CA,Chevron,"Large dark craft, chevron-shaped, no lights, no sound, no windows, geometrically sharp edges."
2014-12-22,Burbank,CA,Sphere,Small silver sphere split into two yellow lights.
2014-12-21,San Gabriel,CA,Light,"Strange Red lights over Irwindale, Ca."
2014-12-21,Tracy,CA,Circle,Very clear almost as if meant to be seen!
2014-12-21,Visalia,CA,Formation,Multiple craft forming patterns and flying in unison.
2014-12-20,Westminster,CA,Light,Deep purple light and no sound w tight/abrupt turn.
2014-12-20,Manteca,CA,Light,"Purple-Pinkish colored light hovering, then slowly moves East, speeds up & makes hard turn North, stops, then moves East again..."
2014-12-20,Ventura,CA,Diamond,Black hexagon shaped UFO seen above Ventura on 12-20-14.
2014-12-18,Lakeport,CA,Oval,Bright red glowing figure with a bright white diamond shaped light in the middle hovered low while going a slow speed.
2014-12-17,Vista,CA,Circle,Hovering ball in my backyard.
2014-12-14,Rancho Cucamonga,CA,Other,A green light like nothing I have seen before.
2014-12-13,Orange County (in southern part),CA,Fireball,Fireball seen clearly in South Orange County LA area.
