date,city,state,shape,comments
2024-08-19,Santa Clarita,CA,Orb,"Spotted traveling south at high rate of speed, no noise, did not match any aircraft on flightradar24, anomalous effect on the area"
2024-08-15,Rancho Cucamonga,CA,Circle,Hovering over the first house on North side of street close to Baker then floated up
2024-08-11,Calistoga,CA,Orb,Orbs of light appearing/disappearing
2024-08-05,Ventura,CA,Unknown,Looked like fog/cloud. Moving very fast. Low above ocean. Approx 200 yards out.
2024-08-04,El Sobrante,CA,Rectangle,Saw fast-moving rectangle move vertically in sky
2024-08-04,Antioch,CA,Star,"Star like craft moving, hovers, changes direction"
2024-08-04,Ontario,CA,Fireball,"Was seen approx. 1 mile in sky, object lit up like a ball of orange and fire, shot off towards the left, stopped and faded in place."
2024-08-03,Mission Viejo,CA,Light,Yellow Orange light seen over Mission Viejo slowing moving hovered and dissapeared
2024-08-01,Rancho Cordova,CA,Unknown,"Giant, silent, very close, circular off-white lights, light would dim then another light after, then another spaced apart exactly"
2024-07-31,Huntington Beach,CA,Formation,Close light turned into cluster
2024-07-30,San Diego,CA,Changing,Was moving around differnt directions. Recording was 30x zoom android phone
2024-07-28,Long Beach,CA,Unknown,"I observed what I initially believed was a rocket; however, the object appeared to shut down power and disappear."
2024-07-27,Palomar Mountain,CA,Unknown,"Cloudy white figure showed up behind fire. Once light shined on it, moved instantly on trail above campsite where two tiny eyes watched"
2024-07-26,Escondido,CA,Chevron,Large unlit object rapidly passing at a consistent speed/direction across the sky
2024-07-26,Twin Bridges,CA,Triangle,"After capturing many long exposure photos, 10 seconds each withe the phone on stable ground, i reviewed the photos and found an object"
2024-07-25,Rancho Santa Fe,CA,Light,Was observing Arcturus using Star Maps App (iPhone) & Big Dipper to right and a star brightened moved erratically & Disappeared
2024-07-22,Tustin,CA,Sphere,"Noticed round flashing blue sphere, then noticed flashing white sphere above it"
2024-07-20,Monterey Park,CA,Light,Seen red light above my house
2024-07-17,Folsom,CA,Disk,I was sitting on my porch with my mom and I looked up to see a grey circle with a bright white spot in the middle flying by
2024-07-16,Los Angeles,CA,Sphere,"UFO Spawned, and then Unspawned within a few seconds."
2024-07-15,Dunsmuir,CA,Orb,"Bright light came from behind the mountain to the south, disappeared behind mountains to the north east"
2024-07-13,Los Angeles,CA,Orb,An orb. Fast 5 90°/180° turns instantaneous
2024-07-10,Hemet,CA,Oval,"I took three photos, in the 3rd I noticed a streak across the sky, 3 dots visible in 2 photos, 2 in the other"
2024-07-06,Paradise,CA,Orb,Large Drone shaped object accompanied by a ball of light or orb
2024-06-29,Pasadena,CA,Other,The object appeared like an ice cream cone shape that was changing colors with very bright lights
2024-06-29,San Francisco,CA,Unknown,Very high small object flash on/off
2024-06-29,Los Angeles,CA,Unknown,"It was a small white dot that alternated between shifting between every color of the rainbow, then it would rotate and move away"
2024-06-29,Santa Clarita,CA,Fireball,It looked like I was watching a video of when the space shuttle exploded
2024-06-29,Rancho Cucamonga,CA,Fireball,Saw the UFO at my church.  (meteor)
2024-06-27,Oceanside,CA,Circle,A white light appeared and moved down and disappeared
2024-06-27,Patterson,CA,Changing,Iridescent bubble with dark object inside turned into a golden disk and remained in place for approximately 30 minutes then faded back
2024-06-25,Los Angeles,CA,Sphere,"Two crafts, one silver reflective sphere the other dull gold and black wrinkled look."
2024-06-25,Pleasanton,CA,Circle,Round reflective odd moving shapes internally. Stationary
2024-06-25,San Jose,CA,Changing,A reflective shape changing object caught my eye just before sunrise. It then stayed stationary in the sky until clouds covered it
2024-06-23,El Cajon,CA,Light,"Light was directly overhead. Flashing colors moving eratically in small circles, wandering and back and forth, with instant stopping."
2024-06-23,San Jose,CA,Orb,"Translucent circle with bright white light outline, and somewhat crooked vertical line up the middle."
2024-06-23,San Jose,CA,Disk,"Thought at first balloon, but it was stationary in sky,looked through binoculars and saw a saucer shaped object just sitting in sky."
2024-06-23,Tracy,CA,Circle,"5pm outside looking up at commercial planes and birds, saw white ""star"" ""planet"", very high compared to planes. no details/movement"
2024-06-22,Los Angeles,CA,Orb,Several reflective objects seen across 2hrs
2024-06-21,Whitewater,CA,Cylinder,The object was photographed while photographing the full moon
2024-06-21,Los Angeles,CA,Formation,"6 triangular objects overhead, heading west in very tight formation."
2024-06-20,Santa Maria,CA,Cigar,Asymmetrical cigar shaped object captured in slow motion making rotational maneuver
2024-06-18,San Diego,CA,Circle,In the Starlink tail first one object are seen and recorded playing in the tail of the satellite then a second object appeared.
2024-06-17,Hanford,CA,Cone,"A cone light appeared and changed form, aircraft in the back moving."
2024-06-17,Sacramento,CA,Light,Comet like object
2024-06-17,Spicer City,CA,Light,Have video of white light/formation. Then 7 star like lights sped away 30 second intervals
2024-06-17,Del Rey,CA,Cigar,Silver then changed to translucent
2024-06-16,Sacramento,CA,Light,Green “meteor” enters atmosphere
2024-06-15,Richmond,CA,Orb,Three orbs in a line coming up from the ground
2024-06-14,Los Angeles,CA,Disk,We were laying in the front yard and looking up in the sky and my friend saw something shinny and bright and round.
2024-06-12,Pacifica,CA,Orb,Triangle shaped aircraft made up of 3 bright blinking lights and one very faint light
2024-06-08,Corona,CA,Light,"Light appears, bright, catching my attention…. Disappears instantly"
2024-06-07,Orangevale,CA,Triangle,Craft sighted two nights in row now
2024-06-02,Indian Wells,CA,Chevron,"Passing of 9 lights in chevron formation, low, fast and then passing again overhead"
2024-06-02,Davenport,CA,Diamond,In daylight a black object stopped in the sky
2024-05-31,Columbia,CA,Oval,Large glowing oval shaped object surrounded by a fog moving from west heading towards east about 1/2 mile up with sweeping light beams
2024-05-31,Grass Valley,CA,Circle,"No noise, one speed, no blinking lights and not a normal satellite orbit."
2024-05-31,Apple Valley,CA,Light,Bright object flying west to east
2024-05-31,Goshen,CA,Triangle,I saw a hazy glowing light fly over me making no sound it was a clear night yet the light was like hazy like when it's foggy
2024-05-31,Hemet,CA,Light,Bright White Light with Foggy Glow but clear skys
2024-05-31,Fresno,CA,Other,High in the sky a circular dark white center with lighter white fan shape on either side of the circle
2024-05-31,Bridgeport,CA,Unknown,"The object a long fuselage with a bright light at the left side of the object, and the light and fuselage had a large haze around it."
2024-05-31,Apple Valley,CA,Light,Second time seeing same craft in 7 day period
2024-05-31,Menifee,CA,Light,"Not sure how this could be a UFO. I saw two lights, like spotlights, facing one another. They did not move. A reflection? Odd, though."
2024-05-31,Sacramento,CA,Triangle,Triangle going way beyond the speed of sound heading north and no sound or sonic boom.
2024-05-30,Oak Park,CA,Orb,"Pinpoint of light appeared at mountain ridge, streaked across sky, grew bigger than the moon within 0.3 seconds"
2024-05-30,Shingle Springs,CA,Orb,Brilliant Round Orange light slowly coming in from the Southeast and heading Northwest.
2024-05-29,Lompoc,CA,Triangle,Near VFSB I saw a white light appear and as it was traveling south along the coast and it didn’t travel in any conventional manner
2024-05-29,Los Angeles,CA,Fireball,Looked like a rocket launch but with no tail
2024-05-27,Susanville,CA,Light,Pairs of white lights that slowly disappear going straight up
2024-05-25,Julian,CA,Formation,"Rectangular white boxes, like cabooses of a train."
2024-05-25,Delhi,CA,Cylinder,Saw a cylindrical object that was stationary and it disappeared
2024-05-24,Loomis,CA,Sphere,"Recorded video of a glowing green-white orb over new Costco in Loomis, CA."
2024-05-23,Auberry,CA,Triangle,"Craft seen by two men on a cabin deck, no noise and a quick takeoff."
2024-05-23,Upland,CA,Circle,Round bright light. Cloudy conditions which reflect the light on the sides. Was moving at medium steady speed
2024-05-23,Big Bear,CA,Light,Light appeared rapidly from the west side of the sky heading slowly towards the east and began to dim and finally disappeared
2024-05-23,Big Bear,CA,Sphere,UFO over Big Bear Mountains
2024-05-23,Brentwood,CA,Light,"The sky was totally clear, no clouds. Very bright light looked obscured with clouds despite no cloud coverage"
2024-05-23,Cathedral City,CA,Changing,Something moving slowly across the night sky. Then it suddenly it went dark. Noticed on film it took off at a not normal speed.
2024-05-23,Visalia,CA,Other,Star watching noticed a huge white light heading east.
2024-05-23,Mountain Ranch,CA,Circle,Very slow smoothly moving craft that didnt blink
2024-05-22,Corona,CA,Orb,"I saw a white ball about 3-4 times the size and luminosity of venus, with cones of illuminated mist? protruding from top and bottom"
2024-05-22,Pinole,CA,Orb,It was two lights one above the other. Very close in proximity. Bigger one on bottom. With a haze like ora around them. Static
2024-05-22,Norwalk,CA,Light,SoCal
2024-05-22,Santa Clarita,CA,Orb,Saw it in the sky in my backyard. It was a blueish white glow that was moving steadily from the west going east. No Sound.
2024-05-21,Los Altos,CA,Triangle,Black triagle flying south
2024-05-20,Manteca,CA,Cube,"Unknown object in the sky in Manteca, CA"
2024-05-19,Los Angeles,CA,Oval,Round Meallic object in sky
2024-05-15,El Dorado Hills,CA,Formation,They were a tube of lights that came in and out of the ground
2024-05-13,Palmdale,CA,Orb,"Appeared to be glowing from inside light source (was not a constant, but irregular variables)"
2024-05-11,Pomona,CA,Light,Traveling then stoped in mid air
2024-05-11,Parlier,CA,Diamond,The strange orb was blue and weird it lasted for about 2 minutes
2024-05-11,South Lake Tahoe,CA,Oval,"Object flew south to north, stopped, traced a square and then proceeded to the north"
2024-05-09,Perris,CA,Light,A short appearance and disappearance of an orange light.
2024-05-09,Fresno,CA,Light,Solid light moved from SW to NE with no dimming of solid white light.
2024-05-07,Mountain View,CA,Cylinder,White cylinder in the sky
2024-05-06,Mountain View,CA,Cylinder,Filmed an object in broad daylight that I do not understand
2024-05-05,Los Angeles,CA,Orb,"I saw the light when I was in my backyard just on my phone, it was zooming in the sky from the east to west."
2024-05-05,Clovis,CA,Circle,Object no sound traveling fast
2024-05-02,Barstow,CA,Other,Unlike anything I have seen.
2024-05-02,Hemet,CA,Cone,Saw object with cone shaped lights emanating from the sides of the object
2024-05-02,Morgan Hill,CA,Fireball,"Looked up when in yard. Saw hazy cloud w/bright center. Tried to take video, but picture instead. As soon as picture taken, it vanished"
2024-05-02,Malibu,CA,Light,"A bright white light with a haze around it, like a helicopter hovering, then suddenly moved incredibly fast to the north east."
2024-05-02,Goleta,CA,Light,"Bright white light, no noise, lower in sky over neighborhood. Changes direction, stops & winks out."
2024-04-29,Farmersville,CA,Formation,4 green orbs in C formation
2024-04-28,Los Angeles,CA,Disk,Metal disc in sky reflecting light and disappearing
2024-04-28,Visalia,CA,Circle,"No blinking lights, light grew in size then shrank back to original size."
2024-04-21,Anaheim,CA,Circle,"Gray circle created in the sky, then it dissolves"
2024-04-21,Rancho Cordova,CA,Teardrop,Silver looking object/reflecting sun with what appears to be strings underneath it
